ip,app,device,os,channel,click_time,is_attributed,click_date,click_hour,click_dow
78124,2,1,19,219,2017-11-09 13:31:04 UTC,0,2017-11-09,13,Thu
48054,2,1,17,219,2017-11-09 13:42:36 UTC,0,2017-11-09,13,Thu
334967,2,1,13,219,2017-11-09 13:46:15 UTC,0,2017-11-09,13,Thu
43686,11,1,20,219,2017-11-09 13:47:46 UTC,0,2017-11-09,13,Thu
15192,2,1,13,219,2017-11-09 13:50:00 UTC,0,2017-11-09,13,Thu
46160,2,1,13,219,2017-11-09 13:51:43 UTC,0,2017-11-09,13,Thu
26995,2,1,19,219,2017-11-09 14:10:35 UTC,0,2017-11-09,14,Thu
45745,12,1,19,219,2017-11-09 14:13:08 UTC,0,2017-11-09,14,Thu
26241,2,1,12,219,2017-11-09 14:19:54 UTC,0,2017-11-09,14,Thu
63158,2,1,37,219,2017-11-09 14:52:44 UTC,0,2017-11-09,14,Thu
66215,12,1,19,219,2017-11-09 15:07:43 UTC,0,2017-11-09,15,Thu
114913,2,1,13,219,2017-11-09 15:49:12 UTC,0,2017-11-09,15,Thu
213877,98,1,18,224,2017-11-07 18:57:19 UTC,1,2017-11-07,18,Tue
45213,14,1,57,224,2017-11-08 10:53:33 UTC,0,2017-11-08,10,Wed
114341,9,1,41,232,2017-11-06 19:20:00 UTC,0,2017-11-06,19,Mon
54481,9,1,30,232,2017-11-06 22:49:38 UTC,0,2017-11-06,22,Mon
63205,9,1,19,232,2017-11-06 23:03:12 UTC,0,2017-11-06,23,Mon
5785,9,1,13,232,2017-11-06 23:04:11 UTC,0,2017-11-06,23,Mon
42479,9,1,70,232,2017-11-06 23:49:24 UTC,0,2017-11-06,23,Mon
3363,9,1,19,232,2017-11-07 00:33:10 UTC,0,2017-11-07,0,Tue
165741,9,1,19,232,2017-11-07 00:41:04 UTC,0,2017-11-07,0,Tue
79827,9,1,1,232,2017-11-07 01:33:12 UTC,0,2017-11-07,1,Tue
136327,9,1,19,232,2017-11-07 02:25:09 UTC,0,2017-11-07,2,Tue
90654,9,1,13,232,2017-11-07 04:58:07 UTC,0,2017-11-07,4,Tue
118056,9,1,17,232,2017-11-07 05:42:42 UTC,0,2017-11-07,5,Tue
86474,9,1,19,232,2017-11-07 06:52:29 UTC,0,2017-11-07,6,Tue
55161,9,1,19,232,2017-11-07 07:07:54 UTC,0,2017-11-07,7,Tue
198017,9,1,19,232,2017-11-07 07:25:11 UTC,0,2017-11-07,7,Tue
134147,9,1,19,232,2017-11-07 07:40:42 UTC,0,2017-11-07,7,Tue
200296,9,1,30,232,2017-11-07 08:15:27 UTC,0,2017-11-07,8,Tue
26807,9,1,17,232,2017-11-07 08:26:25 UTC,0,2017-11-07,8,Tue
80995,21,1,19,232,2017-11-07 11:45:22 UTC,0,2017-11-07,11,Tue
50489,9,1,25,232,2017-11-07 11:55:57 UTC,0,2017-11-07,11,Tue
121209,9,1,32,232,2017-11-07 13:17:02 UTC,0,2017-11-07,13,Tue
84428,21,1,18,232,2017-11-07 13:41:57 UTC,0,2017-11-07,13,Tue
75895,9,1,13,232,2017-11-07 14:22:57 UTC,0,2017-11-07,14,Tue
10034,21,1,13,232,2017-11-07 16:02:06 UTC,0,2017-11-07,16,Tue
44744,21,1,18,232,2017-11-07 16:29:33 UTC,0,2017-11-07,16,Tue
66898,21,1,19,232,2017-11-07 16:33:57 UTC,0,2017-11-07,16,Tue
37935,21,1,20,232,2017-11-07 17:03:08 UTC,0,2017-11-07,17,Tue
167482,21,1,18,232,2017-11-07 17:11:38 UTC,0,2017-11-07,17,Tue
91166,21,1,22,232,2017-11-07 17:12:37 UTC,0,2017-11-07,17,Tue
100176,9,1,58,232,2017-11-07 18:13:58 UTC,0,2017-11-07,18,Tue
101941,21,1,6,232,2017-11-07 22:29:45 UTC,0,2017-11-07,22,Tue
177104,9,1,13,232,2017-11-08 00:35:51 UTC,0,2017-11-08,0,Wed
100785,9,1,15,232,2017-11-08 01:37:54 UTC,0,2017-11-08,1,Wed
121851,9,1,37,232,2017-11-08 01:46:30 UTC,0,2017-11-08,1,Wed
123947,21,1,34,232,2017-11-08 01:47:54 UTC,0,2017-11-08,1,Wed
234634,21,1,41,232,2017-11-08 03:00:17 UTC,0,2017-11-08,3,Wed
100933,21,1,19,232,2017-11-08 03:59:27 UTC,0,2017-11-08,3,Wed
9182,21,1,15,232,2017-11-08 04:20:01 UTC,0,2017-11-08,4,Wed
53635,9,1,22,232,2017-11-08 05:55:13 UTC,0,2017-11-08,5,Wed
75329,21,1,16,232,2017-11-08 09:06:54 UTC,0,2017-11-08,9,Wed
197705,21,1,19,232,2017-11-08 09:58:50 UTC,0,2017-11-08,9,Wed
81613,9,1,13,232,2017-11-08 10:26:27 UTC,0,2017-11-08,10,Wed
102264,21,1,19,232,2017-11-08 11:26:23 UTC,0,2017-11-08,11,Wed
50033,9,1,15,232,2017-11-08 12:30:35 UTC,0,2017-11-08,12,Wed
77399,9,1,23,232,2017-11-08 12:30:41 UTC,0,2017-11-08,12,Wed
279448,9,1,19,232,2017-11-08 13:01:32 UTC,0,2017-11-08,13,Wed
4784,9,1,6,232,2017-11-08 14:06:10 UTC,0,2017-11-08,14,Wed
20362,21,2,9,232,2017-11-08 14:30:50 UTC,0,2017-11-08,14,Wed
60698,9,1,13,232,2017-11-08 14:46:39 UTC,0,2017-11-08,14,Wed
73887,9,1,13,232,2017-11-08 14:58:38 UTC,0,2017-11-08,14,Wed
79620,9,1,14,232,2017-11-08 15:12:56 UTC,0,2017-11-08,15,Wed
81736,9,1,19,232,2017-11-08 16:41:07 UTC,0,2017-11-08,16,Wed
32457,21,1,35,232,2017-11-08 17:14:49 UTC,0,2017-11-08,17,Wed
50924,9,1,19,232,2017-11-08 17:19:05 UTC,0,2017-11-08,17,Wed
77361,21,1,7,232,2017-11-08 19:10:57 UTC,0,2017-11-08,19,Wed
110354,21,2,37,232,2017-11-08 22:29:48 UTC,0,2017-11-08,22,Wed
2321,9,1,13,232,2017-11-08 23:21:47 UTC,0,2017-11-08,23,Wed
72262,21,1,19,232,2017-11-09 00:06:30 UTC,0,2017-11-09,0,Thu
95006,21,1,3,232,2017-11-09 01:18:57 UTC,0,2017-11-09,1,Thu
137258,21,1,8,232,2017-11-09 01:49:02 UTC,0,2017-11-09,1,Thu
43349,21,1,19,232,2017-11-09 02:08:23 UTC,0,2017-11-09,2,Thu
265385,9,1,13,232,2017-11-09 03:37:13 UTC,0,2017-11-09,3,Thu
70421,9,1,15,232,2017-11-09 03:47:43 UTC,0,2017-11-09,3,Thu
90509,9,1,13,232,2017-11-09 03:51:30 UTC,0,2017-11-09,3,Thu
63262,9,1,19,232,2017-11-09 03:58:07 UTC,0,2017-11-09,3,Thu
26379,21,1,19,232,2017-11-09 04:10:00 UTC,0,2017-11-09,4,Thu
19836,9,1,20,232,2017-11-09 04:18:23 UTC,0,2017-11-09,4,Thu
58813,9,1,25,232,2017-11-09 04:21:57 UTC,0,2017-11-09,4,Thu
114314,9,1,20,232,2017-11-09 04:29:47 UTC,0,2017-11-09,4,Thu
81211,9,1,35,232,2017-11-09 04:48:08 UTC,0,2017-11-09,4,Thu
85894,21,1,19,232,2017-11-09 05:08:59 UTC,0,2017-11-09,5,Thu
32526,9,1,19,232,2017-11-09 05:19:32 UTC,0,2017-11-09,5,Thu
64815,21,1,13,232,2017-11-09 05:21:55 UTC,0,2017-11-09,5,Thu
97773,9,1,17,232,2017-11-09 06:18:53 UTC,0,2017-11-09,6,Thu
85482,9,1,41,232,2017-11-09 06:29:53 UTC,0,2017-11-09,6,Thu
83268,9,1,13,232,2017-11-09 08:05:46 UTC,0,2017-11-09,8,Thu
5178,21,1,2,232,2017-11-09 08:21:19 UTC,0,2017-11-09,8,Thu
114314,21,1,19,232,2017-11-09 08:36:27 UTC,0,2017-11-09,8,Thu
108341,21,2,49,232,2017-11-09 08:46:49 UTC,0,2017-11-09,8,Thu
61136,21,1,10,232,2017-11-09 08:56:31 UTC,0,2017-11-09,8,Thu
23035,9,1,19,232,2017-11-09 08:59:15 UTC,0,2017-11-09,8,Thu
70522,9,2,36,232,2017-11-09 09:00:45 UTC,0,2017-11-09,9,Thu
339057,9,1,13,232,2017-11-09 09:19:41 UTC,0,2017-11-09,9,Thu
115407,21,1,9,232,2017-11-09 09:21:55 UTC,0,2017-11-09,9,Thu
309581,9,1,13,232,2017-11-09 09:22:51 UTC,0,2017-11-09,9,Thu
298226,9,1,15,232,2017-11-09 09:30:58 UTC,0,2017-11-09,9,Thu
80416,21,1,13,232,2017-11-09 09:47:49 UTC,0,2017-11-09,9,Thu
128777,9,1,19,232,2017-11-09 09:54:43 UTC,0,2017-11-09,9,Thu
81895,9,1,13,232,2017-11-09 09:55:03 UTC,0,2017-11-09,9,Thu
108202,9,1,866,232,2017-11-09 10:01:31 UTC,0,2017-11-09,10,Thu
78374,21,1,19,232,2017-11-09 10:33:29 UTC,0,2017-11-09,10,Thu
41497,21,1,13,232,2017-11-09 10:35:32 UTC,0,2017-11-09,10,Thu
232067,21,1,19,232,2017-11-09 10:39:59 UTC,0,2017-11-09,10,Thu
103147,9,2,13,232,2017-11-09 10:51:36 UTC,0,2017-11-09,10,Thu
107892,9,1,19,232,2017-11-09 11:14:03 UTC,0,2017-11-09,11,Thu
40440,9,1,19,232,2017-11-09 11:16:48 UTC,0,2017-11-09,11,Thu
77399,21,1,3,232,2017-11-09 11:24:11 UTC,0,2017-11-09,11,Thu
102919,9,1,13,232,2017-11-09 11:36:37 UTC,0,2017-11-09,11,Thu
2076,21,1,20,232,2017-11-09 11:52:15 UTC,0,2017-11-09,11,Thu
125222,21,1,19,232,2017-11-09 12:00:08 UTC,0,2017-11-09,12,Thu
66906,21,1,32,232,2017-11-09 12:22:07 UTC,0,2017-11-09,12,Thu
166206,9,1,13,232,2017-11-09 12:46:34 UTC,0,2017-11-09,12,Thu
102897,9,1,9,232,2017-11-09 12:47:29 UTC,0,2017-11-09,12,Thu
97067,9,1,13,232,2017-11-09 12:51:26 UTC,0,2017-11-09,12,Thu
99728,9,1,19,232,2017-11-09 12:58:17 UTC,0,2017-11-09,12,Thu
21063,21,1,19,232,2017-11-09 13:01:17 UTC,0,2017-11-09,13,Thu
81013,9,1,15,232,2017-11-09 13:06:57 UTC,0,2017-11-09,13,Thu
228795,21,1,13,232,2017-11-09 13:19:13 UTC,0,2017-11-09,13,Thu
5314,9,1,13,232,2017-11-09 13:42:47 UTC,0,2017-11-09,13,Thu
69449,21,1,10,232,2017-11-09 13:44:11 UTC,0,2017-11-09,13,Thu
103946,21,1,17,232,2017-11-09 13:54:57 UTC,0,2017-11-09,13,Thu
118094,9,1,8,232,2017-11-09 14:05:07 UTC,0,2017-11-09,14,Thu
114220,21,1,13,232,2017-11-09 14:17:47 UTC,0,2017-11-09,14,Thu
333429,9,2,13,232,2017-11-09 14:35:25 UTC,0,2017-11-09,14,Thu
92872,9,1,13,232,2017-11-09 14:46:32 UTC,0,2017-11-09,14,Thu
95766,9,1,47,232,2017-11-09 15:14:00 UTC,0,2017-11-09,15,Thu
33060,21,1,41,232,2017-11-09 15:36:00 UTC,0,2017-11-09,15,Thu
93021,9,1,19,232,2017-11-09 15:49:18 UTC,0,2017-11-09,15,Thu
77869,9,1,19,232,2017-11-09 15:56:56 UTC,0,2017-11-09,15,Thu
37774,9,2,9,234,2017-11-06 16:29:40 UTC,0,2017-11-06,16,Mon
107954,9,1,70,234,2017-11-06 16:54:21 UTC,0,2017-11-06,16,Mon
49034,9,1,25,234,2017-11-06 17:30:06 UTC,0,2017-11-06,17,Mon
105447,9,1,13,234,2017-11-06 19:40:52 UTC,0,2017-11-06,19,Mon
52043,9,2,43,234,2017-11-07 09:21:01 UTC,0,2017-11-07,9,Tue
52043,9,1,3,234,2017-11-07 09:50:58 UTC,0,2017-11-07,9,Tue
39742,9,1,13,234,2017-11-07 11:58:53 UTC,0,2017-11-07,11,Tue
51992,9,1,19,234,2017-11-07 13:50:10 UTC,0,2017-11-07,13,Tue
67606,9,1,19,234,2017-11-07 15:56:38 UTC,0,2017-11-07,15,Tue
73516,9,1,19,234,2017-11-07 16:07:00 UTC,0,2017-11-07,16,Tue
53454,9,1,12,234,2017-11-07 20:08:49 UTC,0,2017-11-07,20,Tue
247279,9,2,65,234,2017-11-07 22:53:16 UTC,0,2017-11-07,22,Tue
84916,9,1,13,234,2017-11-08 07:46:38 UTC,0,2017-11-08,7,Wed
73487,9,2,13,234,2017-11-08 09:57:54 UTC,0,2017-11-08,9,Wed
119350,9,1,85,234,2017-11-08 15:17:11 UTC,0,2017-11-08,15,Wed
81837,9,2,35,234,2017-11-08 15:57:24 UTC,0,2017-11-08,15,Wed
175316,9,1,41,234,2017-11-08 17:43:06 UTC,0,2017-11-08,17,Wed
92766,9,2,9,234,2017-11-08 19:33:10 UTC,0,2017-11-08,19,Wed
92766,9,1,20,234,2017-11-08 22:08:33 UTC,0,2017-11-08,22,Wed
150844,9,1,13,234,2017-11-09 00:44:42 UTC,0,2017-11-09,0,Thu
20411,9,1,22,234,2017-11-09 01:53:45 UTC,0,2017-11-09,1,Thu
92766,9,1,37,234,2017-11-09 06:45:06 UTC,0,2017-11-09,6,Thu
234955,9,1,41,234,2017-11-09 07:11:24 UTC,0,2017-11-09,7,Thu
110574,9,1,18,234,2017-11-09 12:39:38 UTC,0,2017-11-09,12,Thu
325395,9,1,19,234,2017-11-09 12:57:43 UTC,0,2017-11-09,12,Thu
313428,9,1,19,234,2017-11-09 14:28:30 UTC,0,2017-11-09,14,Thu
156284,9,1,20,234,2017-11-09 15:03:50 UTC,0,2017-11-09,15,Thu
32262,9,1,40,234,2017-11-09 15:14:14 UTC,0,2017-11-09,15,Thu
86621,2,1,13,236,2017-11-06 16:44:44 UTC,0,2017-11-06,16,Mon
206125,2,1,41,236,2017-11-06 22:31:04 UTC,0,2017-11-06,22,Mon
37109,2,1,17,236,2017-11-06 22:46:12 UTC,0,2017-11-06,22,Mon
149177,2,1,47,236,2017-11-06 22:57:02 UTC,0,2017-11-06,22,Mon
82012,2,1,19,236,2017-11-07 00:20:55 UTC,0,2017-11-07,0,Tue
136421,2,2,13,236,2017-11-07 00:32:27 UTC,0,2017-11-07,0,Tue
50165,2,1,22,236,2017-11-07 00:38:52 UTC,0,2017-11-07,0,Tue
122949,2,1,13,236,2017-11-07 01:15:46 UTC,0,2017-11-07,1,Tue
137762,2,1,19,236,2017-11-07 01:26:14 UTC,0,2017-11-07,1,Tue
52805,2,1,34,236,2017-11-07 02:17:44 UTC,0,2017-11-07,2,Tue
136695,2,1,8,236,2017-11-07 02:21:21 UTC,0,2017-11-07,2,Tue
10456,2,1,17,236,2017-11-07 04:04:37 UTC,0,2017-11-07,4,Tue
148947,2,1,19,236,2017-11-07 04:10:52 UTC,0,2017-11-07,4,Tue
189635,2,1,13,236,2017-11-07 04:36:47 UTC,0,2017-11-07,4,Tue
123994,2,1,19,236,2017-11-07 05:00:48 UTC,0,2017-11-07,5,Tue
48581,2,1,13,236,2017-11-07 06:31:52 UTC,0,2017-11-07,6,Tue
121806,2,1,8,236,2017-11-07 08:56:49 UTC,0,2017-11-07,8,Tue
53479,2,1,13,236,2017-11-07 09:05:44 UTC,0,2017-11-07,9,Tue
41963,2,1,13,236,2017-11-07 10:07:14 UTC,0,2017-11-07,10,Tue
69550,2,1,19,236,2017-11-07 10:57:53 UTC,0,2017-11-07,10,Tue
58237,2,1,14,236,2017-11-07 12:45:35 UTC,0,2017-11-07,12,Tue
164229,2,1,19,236,2017-11-07 12:54:37 UTC,0,2017-11-07,12,Tue
93808,2,1,17,236,2017-11-08 00:18:16 UTC,0,2017-11-08,0,Wed
124608,2,1,3,236,2017-11-08 01:03:53 UTC,0,2017-11-08,1,Wed
121564,2,1,19,236,2017-11-08 02:09:28 UTC,0,2017-11-08,2,Wed
18788,2,1,3,236,2017-11-08 02:20:20 UTC,0,2017-11-08,2,Wed
21069,2,1,3,236,2017-11-08 02:36:29 UTC,0,2017-11-08,2,Wed
83069,2,1,14,236,2017-11-08 02:52:35 UTC,0,2017-11-08,2,Wed
58538,2,1,19,236,2017-11-08 02:56:16 UTC,0,2017-11-08,2,Wed
266205,2,1,19,236,2017-11-08 03:11:05 UTC,0,2017-11-08,3,Wed
61313,2,1,13,236,2017-11-08 03:23:02 UTC,0,2017-11-08,3,Wed
28722,2,1,8,236,2017-11-08 04:20:12 UTC,0,2017-11-08,4,Wed
41106,2,1,18,236,2017-11-08 05:14:00 UTC,0,2017-11-08,5,Wed
71789,2,1,23,236,2017-11-08 05:23:18 UTC,0,2017-11-08,5,Wed
67586,2,1,19,236,2017-11-08 05:32:12 UTC,0,2017-11-08,5,Wed
4420,2,1,15,236,2017-11-08 06:01:27 UTC,0,2017-11-08,6,Wed
47083,2,1,19,236,2017-11-08 06:04:52 UTC,0,2017-11-08,6,Wed
100602,2,1,18,236,2017-11-08 06:53:50 UTC,0,2017-11-08,6,Wed
3964,2,1,10,236,2017-11-08 07:42:12 UTC,0,2017-11-08,7,Wed
91574,2,1,18,236,2017-11-08 08:00:02 UTC,0,2017-11-08,8,Wed
162208,2,1,13,236,2017-11-08 08:34:54 UTC,0,2017-11-08,8,Wed
66933,2,1,19,236,2017-11-08 09:06:56 UTC,0,2017-11-08,9,Wed
102062,2,1,49,236,2017-11-08 11:53:09 UTC,0,2017-11-08,11,Wed
37437,2,1,19,236,2017-11-08 12:42:09 UTC,0,2017-11-08,12,Wed
60909,2,1,15,236,2017-11-08 13:26:25 UTC,0,2017-11-08,13,Wed
46740,2,1,9,236,2017-11-08 13:28:37 UTC,0,2017-11-08,13,Wed
110768,2,1,17,236,2017-11-08 14:00:50 UTC,0,2017-11-08,14,Wed
85150,2,1,6,236,2017-11-08 16:12:11 UTC,0,2017-11-08,16,Wed
114795,2,1,22,236,2017-11-08 21:03:08 UTC,0,2017-11-08,21,Wed
73487,2,1,13,236,2017-11-08 22:05:45 UTC,0,2017-11-08,22,Wed
25614,2,1,13,236,2017-11-08 23:14:03 UTC,0,2017-11-08,23,Wed
88951,2,1,19,236,2017-11-09 00:14:11 UTC,0,2017-11-09,0,Thu
78289,2,1,19,236,2017-11-09 01:01:49 UTC,0,2017-11-09,1,Thu
78801,2,1,22,236,2017-11-09 01:24:39 UTC,0,2017-11-09,1,Thu
27820,2,1,13,236,2017-11-09 01:29:50 UTC,0,2017-11-09,1,Thu
121839,2,1,18,236,2017-11-09 01:55:06 UTC,0,2017-11-09,1,Thu
163204,2,1,23,236,2017-11-09 02:14:45 UTC,0,2017-11-09,2,Thu
17262,2,1,22,236,2017-11-09 02:24:43 UTC,0,2017-11-09,2,Thu
42035,2,1,10,236,2017-11-09 02:35:56 UTC,0,2017-11-09,2,Thu
58982,2,1,30,236,2017-11-09 02:50:49 UTC,0,2017-11-09,2,Thu
41963,2,1,17,236,2017-11-09 02:52:38 UTC,0,2017-11-09,2,Thu
115663,2,1,22,236,2017-11-09 03:04:43 UTC,0,2017-11-09,3,Thu
39328,2,1,28,236,2017-11-09 03:29:12 UTC,0,2017-11-09,3,Thu
5348,2,1,13,236,2017-11-09 03:59:26 UTC,0,2017-11-09,3,Thu
74284,2,1,13,236,2017-11-09 04:04:12 UTC,0,2017-11-09,4,Thu
41437,2,1,1,236,2017-11-09 04:15:13 UTC,0,2017-11-09,4,Thu
86835,2,1,15,236,2017-11-09 04:45:20 UTC,0,2017-11-09,4,Thu
101603,2,1,15,236,2017-11-09 05:00:46 UTC,0,2017-11-09,5,Thu
49462,2,1,25,236,2017-11-09 05:07:36 UTC,0,2017-11-09,5,Thu
81699,2,1,23,236,2017-11-09 05:09:18 UTC,0,2017-11-09,5,Thu
4573,2,1,19,236,2017-11-09 06:52:43 UTC,0,2017-11-09,6,Thu
103147,2,1,19,236,2017-11-09 07:26:30 UTC,0,2017-11-09,7,Thu
178771,2,1,19,236,2017-11-09 07:49:31 UTC,0,2017-11-09,7,Thu
77112,2,1,17,236,2017-11-09 08:28:34 UTC,0,2017-11-09,8,Thu
4760,2,1,23,236,2017-11-09 12:06:21 UTC,0,2017-11-09,12,Thu
172223,2,1,13,236,2017-11-09 12:11:58 UTC,0,2017-11-09,12,Thu
54125,2,1,13,236,2017-11-09 12:16:55 UTC,0,2017-11-09,12,Thu
118648,2,1,19,236,2017-11-09 12:31:39 UTC,0,2017-11-09,12,Thu
99856,2,1,23,236,2017-11-09 12:55:34 UTC,0,2017-11-09,12,Thu
5348,2,1,13,236,2017-11-09 14:01:36 UTC,0,2017-11-09,14,Thu
69575,2,1,8,236,2017-11-09 15:23:16 UTC,0,2017-11-09,15,Thu
123586,2,1,13,236,2017-11-09 15:51:28 UTC,0,2017-11-09,15,Thu
105290,2,1,13,237,2017-11-06 16:15:54 UTC,0,2017-11-06,16,Mon
67037,2,1,15,237,2017-11-06 20:24:36 UTC,0,2017-11-06,20,Mon
110938,2,1,13,237,2017-11-06 23:27:44 UTC,0,2017-11-06,23,Mon
68216,2,1,19,237,2017-11-07 00:21:00 UTC,0,2017-11-07,0,Tue
121042,2,1,19,237,2017-11-07 00:29:48 UTC,0,2017-11-07,0,Tue
41151,2,1,19,237,2017-11-07 00:49:54 UTC,0,2017-11-07,0,Tue
4503,2,1,19,237,2017-11-07 00:55:46 UTC,0,2017-11-07,0,Tue
124686,2,1,20,237,2017-11-07 01:15:14 UTC,0,2017-11-07,1,Tue
115265,2,1,13,237,2017-11-07 01:21:45 UTC,0,2017-11-07,1,Tue
140525,2,1,27,237,2017-11-07 01:32:32 UTC,0,2017-11-07,1,Tue
120415,2,1,1,237,2017-11-07 02:09:59 UTC,0,2017-11-07,2,Tue
58556,2,2,22,237,2017-11-07 02:25:55 UTC,0,2017-11-07,2,Tue
80703,2,1,19,237,2017-11-07 02:28:11 UTC,0,2017-11-07,2,Tue
114655,2,1,22,237,2017-11-07 03:07:42 UTC,0,2017-11-07,3,Tue
120757,2,1,3,237,2017-11-07 03:22:33 UTC,0,2017-11-07,3,Tue
36407,2,2,10,237,2017-11-07 03:30:37 UTC,0,2017-11-07,3,Tue
178404,2,1,8,237,2017-11-07 03:34:02 UTC,0,2017-11-07,3,Tue
6595,2,1,8,237,2017-11-07 03:52:24 UTC,0,2017-11-07,3,Tue
76987,2,1,19,237,2017-11-07 04:04:12 UTC,0,2017-11-07,4,Tue
19318,2,1,19,237,2017-11-07 04:11:00 UTC,0,2017-11-07,4,Tue
51299,2,1,25,237,2017-11-07 04:11:41 UTC,0,2017-11-07,4,Tue
5178,2,1,6,237,2017-11-07 04:28:47 UTC,0,2017-11-07,4,Tue
163168,2,1,13,237,2017-11-07 04:36:15 UTC,0,2017-11-07,4,Tue
88881,2,1,19,237,2017-11-07 04:39:35 UTC,0,2017-11-07,4,Tue
194193,2,1,12,237,2017-11-07 04:55:55 UTC,0,2017-11-07,4,Tue
106136,2,1,19,237,2017-11-07 05:15:34 UTC,0,2017-11-07,5,Tue
95766,2,1,13,237,2017-11-07 05:17:06 UTC,0,2017-11-07,5,Tue
64341,2,1,19,237,2017-11-07 05:31:15 UTC,0,2017-11-07,5,Tue
133598,2,1,22,237,2017-11-07 05:36:28 UTC,0,2017-11-07,5,Tue
9660,2,1,47,237,2017-11-07 05:38:08 UTC,0,2017-11-07,5,Tue
22338,2,1,1,237,2017-11-07 06:02:06 UTC,0,2017-11-07,6,Tue
123316,2,1,17,237,2017-11-07 07:22:14 UTC,0,2017-11-07,7,Tue
67037,2,1,17,237,2017-11-07 08:29:11 UTC,0,2017-11-07,8,Tue
122110,2,1,3,237,2017-11-07 10:20:29 UTC,0,2017-11-07,10,Tue
66964,2,1,19,237,2017-11-07 11:03:41 UTC,0,2017-11-07,11,Tue
118512,2,1,13,237,2017-11-07 12:01:53 UTC,0,2017-11-07,12,Tue
202528,2,1,19,237,2017-11-07 12:25:26 UTC,0,2017-11-07,12,Tue
18332,2,1,13,237,2017-11-07 12:36:09 UTC,0,2017-11-07,12,Tue
95766,2,1,13,237,2017-11-07 13:19:27 UTC,0,2017-11-07,13,Tue
48240,2,1,12,237,2017-11-07 13:23:14 UTC,0,2017-11-07,13,Tue
4466,2,1,4,237,2017-11-07 13:59:18 UTC,0,2017-11-07,13,Tue
152137,2,1,35,237,2017-11-07 14:00:27 UTC,0,2017-11-07,14,Tue
52043,2,1,19,237,2017-11-07 14:40:23 UTC,0,2017-11-07,14,Tue
18332,2,1,19,237,2017-11-07 14:41:54 UTC,0,2017-11-07,14,Tue
75595,2,1,17,237,2017-11-07 15:36:16 UTC,0,2017-11-07,15,Tue
119920,2,1,16,237,2017-11-07 15:54:00 UTC,0,2017-11-07,15,Tue
1810,2,1,16,237,2017-11-07 17:29:11 UTC,0,2017-11-07,17,Tue
39480,2,1,19,237,2017-11-07 18:03:11 UTC,0,2017-11-07,18,Tue
12479,2,1,2,237,2017-11-07 21:30:56 UTC,0,2017-11-07,21,Tue
232378,2,1,19,237,2017-11-07 22:51:40 UTC,0,2017-11-07,22,Tue
23496,2,1,18,237,2017-11-07 22:59:25 UTC,0,2017-11-07,22,Tue
37883,2,1,19,237,2017-11-07 23:39:02 UTC,0,2017-11-07,23,Tue
83045,2,1,15,237,2017-11-08 00:29:18 UTC,0,2017-11-08,0,Wed
220072,2,1,18,237,2017-11-08 00:51:27 UTC,0,2017-11-08,0,Wed
248858,2,1,53,237,2017-11-08 01:19:12 UTC,0,2017-11-08,1,Wed
55846,2,1,18,237,2017-11-08 02:14:35 UTC,0,2017-11-08,2,Wed
111324,2,1,19,237,2017-11-08 02:32:11 UTC,0,2017-11-08,2,Wed
277165,2,1,19,237,2017-11-08 02:34:28 UTC,0,2017-11-08,2,Wed
14085,2,1,12,237,2017-11-08 02:40:33 UTC,0,2017-11-08,2,Wed
37506,2,1,41,237,2017-11-08 02:45:17 UTC,0,2017-11-08,2,Wed
144508,2,1,19,237,2017-11-08 02:55:48 UTC,0,2017-11-08,2,Wed
31065,2,1,15,237,2017-11-08 02:56:31 UTC,0,2017-11-08,2,Wed
44757,2,1,16,237,2017-11-08 03:00:42 UTC,0,2017-11-08,3,Wed
5740,2,1,32,237,2017-11-08 03:08:44 UTC,0,2017-11-08,3,Wed
100393,2,1,25,237,2017-11-08 03:09:30 UTC,0,2017-11-08,3,Wed
107008,2,1,18,237,2017-11-08 03:24:22 UTC,0,2017-11-08,3,Wed
102405,2,1,13,237,2017-11-08 03:51:48 UTC,0,2017-11-08,3,Wed
121505,2,1,13,237,2017-11-08 03:59:27 UTC,0,2017-11-08,3,Wed
44051,2,1,15,237,2017-11-08 04:13:44 UTC,0,2017-11-08,4,Wed
282570,2,1,18,237,2017-11-08 04:14:47 UTC,0,2017-11-08,4,Wed
103032,2,1,19,237,2017-11-08 04:21:44 UTC,0,2017-11-08,4,Wed
101074,2,1,18,237,2017-11-08 04:23:23 UTC,0,2017-11-08,4,Wed
104132,2,1,20,237,2017-11-08 04:40:51 UTC,0,2017-11-08,4,Wed
37183,2,1,19,237,2017-11-08 04:43:26 UTC,0,2017-11-08,4,Wed
116718,2,1,17,237,2017-11-08 04:52:59 UTC,0,2017-11-08,4,Wed
38300,2,1,22,237,2017-11-08 04:55:16 UTC,0,2017-11-08,4,Wed
77445,2,1,13,237,2017-11-08 04:57:58 UTC,0,2017-11-08,4,Wed
2805,2,1,10,237,2017-11-08 05:05:54 UTC,0,2017-11-08,5,Wed
64673,2,1,19,237,2017-11-08 05:07:07 UTC,0,2017-11-08,5,Wed
230514,2,1,18,237,2017-11-08 05:11:50 UTC,0,2017-11-08,5,Wed
98944,2,1,32,237,2017-11-08 05:24:08 UTC,0,2017-11-08,5,Wed
63893,2,1,9,237,2017-11-08 05:37:08 UTC,0,2017-11-08,5,Wed
