ip,app,device,os,channel,click_time,is_attributed,click_datetime,click_date,click_hour,click_dow
97151,12,1,19,259,2017-11-07 11:42:52,0,11/7/2017 11:42:52,2017-11-07,11,Tue
119369,12,1,14,424,2017-11-07 13:08:57,0,11/7/2017 13:08:57,2017-11-07,13,Tue
7448,9,1,6,489,2017-11-09 12:37:36,0,11/9/2017 12:37:36,2017-11-09,12,Thu
55840,18,1,19,107,2017-11-08 15:47:52,0,11/8/2017 15:47:52,2017-11-08,15,Wed
64555,9,1,19,215,2017-11-09 5:05:05,0,11/9/2017 5:05:05,2017-11-09,5,Thu
88358,2,1,19,435,2017-11-09 4:59:05,0,11/9/2017 4:59:05,2017-11-09,4,Thu
93248,15,1,9,315,2017-11-08 1:37:32,0,11/8/2017 1:37:32,2017-11-08,1,Wed
117115,14,1,13,379,2017-11-09 7:54:41,0,11/9/2017 7:54:41,2017-11-09,7,Thu
20143,12,1,20,205,2017-11-08 8:46:47,0,11/8/2017 8:46:47,2017-11-08,8,Wed
95766,3,1,6,417,2017-11-07 15:14:50,0,11/7/2017 15:14:50,2017-11-07,15,Tue
83763,9,1,16,466,2017-11-08 15:41:11,0,11/8/2017 15:41:11,2017-11-08,15,Wed
357463,1,2,100,13,2017-11-09 14:32:18,0,11/9/2017 14:32:18,2017-11-09,14,Thu
20425,9,1,19,215,2017-11-07 7:56:43,1,11/7/2017 7:56:43,2017-11-07,7,Tue
31783,18,3032,607,107,2017-11-07 13:54:23,0,11/7/2017 13:54:23,2017-11-07,13,Tue
26995,1,2,13,124,2017-11-09 4:52:39,0,11/9/2017 4:52:39,2017-11-09,4,Thu
110078,64,1,19,459,2017-11-08 1:38:43,0,11/8/2017 1:38:43,2017-11-08,1,Wed
83230,26,1,19,266,2017-11-08 3:16:08,0,11/8/2017 3:16:08,2017-11-08,3,Wed
11829,14,1,53,463,2017-11-07 0:23:59,0,11/7/2017 0:23:59,2017-11-07,0,Tue
15080,3,1,15,137,2017-11-08 10:54:32,0,11/8/2017 10:54:32,2017-11-08,10,Wed
7635,21,1,17,128,2017-11-08 14:47:15,0,11/8/2017 14:47:15,2017-11-08,14,Wed
44067,12,1,13,245,2017-11-07 15:54:08,0,11/7/2017 15:54:08,2017-11-07,15,Tue
106200,18,1,15,107,2017-11-07 1:14:30,0,11/7/2017 1:14:30,2017-11-07,1,Tue
64516,12,1,16,328,2017-11-07 12:27:13,0,11/7/2017 12:27:13,2017-11-07,12,Tue
353099,9,1,13,134,2017-11-09 0:20:26,0,11/9/2017 0:20:26,2017-11-09,0,Thu
92673,12,1,30,259,2017-11-07 13:24:30,0,11/7/2017 13:24:30,2017-11-07,13,Tue
83280,12,1,13,328,2017-11-09 2:47:06,0,11/9/2017 2:47:06,2017-11-09,2,Thu
356760,28,1,19,135,2017-11-09 8:48:54,0,11/9/2017 8:48:54,2017-11-09,8,Thu
41227,7,1,1,101,2017-11-07 11:21:33,0,11/7/2017 11:21:33,2017-11-07,11,Tue
30912,27,1,19,153,2017-11-09 3:03:16,0,11/9/2017 3:03:16,2017-11-09,3,Thu
77468,2,1,10,243,2017-11-09 6:51:00,0,11/9/2017 6:51:00,2017-11-09,6,Thu
75355,2,1,17,205,2017-11-08 15:10:36,0,11/8/2017 15:10:36,2017-11-08,15,Wed
20449,13,1,19,477,2017-11-08 0:41:40,0,11/8/2017 0:41:40,2017-11-08,0,Wed
157121,12,1,17,328,2017-11-07 23:30:57,0,11/7/2017 23:30:57,2017-11-07,23,Tue
96922,15,1,19,245,2017-11-08 2:15:02,0,11/8/2017 2:15:02,2017-11-08,2,Wed
63947,18,1,23,107,2017-11-07 10:18:49,0,11/7/2017 10:18:49,2017-11-07,10,Tue
128558,3,1,34,371,2017-11-08 0:09:30,0,11/8/2017 0:09:30,2017-11-08,0,Wed
14909,20,1,25,259,2017-11-07 10:53:11,0,11/7/2017 10:53:11,2017-11-07,10,Tue
145883,64,1,19,459,2017-11-07 10:26:24,0,11/7/2017 10:26:24,2017-11-07,10,Tue
9314,3,1,17,130,2017-11-08 6:44:50,0,11/8/2017 6:44:50,2017-11-08,6,Wed
5314,19,0,21,210,2017-11-07 16:58:07,0,11/7/2017 16:58:07,2017-11-07,16,Tue
55428,2,1,13,477,2017-11-07 5:07:54,0,11/7/2017 5:07:54,2017-11-07,5,Tue
102896,12,1,13,340,2017-11-08 4:11:17,0,11/8/2017 4:11:17,2017-11-08,4,Wed
60348,12,1,13,145,2017-11-07 15:44:46,0,11/7/2017 15:44:46,2017-11-07,15,Tue
104454,8,1,19,145,2017-11-09 4:50:13,0,11/9/2017 4:50:13,2017-11-09,4,Thu
1204,2,1,3,452,2017-11-07 7:22:33,0,11/7/2017 7:22:33,2017-11-07,7,Tue
134211,9,1,19,466,2017-11-09 3:13:32,0,11/9/2017 3:13:32,2017-11-09,3,Thu
7352,18,1,8,134,2017-11-08 6:01:34,0,11/8/2017 6:01:34,2017-11-08,6,Wed
201800,3,1,19,115,2017-11-09 12:15:57,0,11/9/2017 12:15:57,2017-11-09,12,Thu
152045,26,1,19,477,2017-11-09 7:30:00,0,11/9/2017 7:30:00,2017-11-09,7,Thu
31158,26,1,13,266,2017-11-08 9:17:35,0,11/8/2017 9:17:35,2017-11-08,9,Wed
42132,23,1,19,153,2017-11-08 10:07:25,0,11/8/2017 10:07:25,2017-11-08,10,Wed
99692,9,1,28,442,2017-11-08 16:37:17,0,11/8/2017 16:37:17,2017-11-08,16,Wed
196669,21,1,47,128,2017-11-07 13:27:13,0,11/7/2017 13:27:13,2017-11-07,13,Tue
193749,9,1,32,334,2017-11-09 10:56:18,0,11/9/2017 10:56:18,2017-11-09,10,Thu
24876,21,2,6,128,2017-11-06 23:37:34,0,11/6/2017 23:37:34,2017-11-06,23,Mon
68824,3,1,22,130,2017-11-09 11:56:33,0,11/9/2017 11:56:33,2017-11-09,11,Thu
64593,3,1,19,280,2017-11-08 0:44:35,0,11/8/2017 0:44:35,2017-11-08,0,Wed
88063,9,1,19,442,2017-11-09 13:25:40,0,11/9/2017 13:25:40,2017-11-09,13,Thu
207967,27,1,19,122,2017-11-07 18:42:45,0,11/7/2017 18:42:45,2017-11-07,18,Tue
3247,3,1,18,280,2017-11-08 0:51:11,0,11/8/2017 0:51:11,2017-11-08,0,Wed
77582,9,1,41,489,2017-11-08 6:48:41,0,11/8/2017 6:48:41,2017-11-08,6,Wed
44744,3,1,19,280,2017-11-07 7:45:29,0,11/7/2017 7:45:29,2017-11-07,7,Tue
163461,3,1,13,409,2017-11-09 3:42:39,0,11/9/2017 3:42:39,2017-11-09,3,Thu
15365,9,1,19,449,2017-11-08 12:50:56,0,11/8/2017 12:50:56,2017-11-08,12,Wed
3811,15,1,13,245,2017-11-07 6:01:49,0,11/7/2017 6:01:49,2017-11-07,6,Tue
248754,14,1,22,439,2017-11-09 15:49:54,0,11/9/2017 15:49:54,2017-11-09,15,Thu
79620,9,1,14,232,2017-11-08 15:12:56,0,11/8/2017 15:12:56,2017-11-08,15,Wed
80142,2,1,13,122,2017-11-08 15:25:00,0,11/8/2017 15:25:00,2017-11-08,15,Wed
265898,26,1,35,121,2017-11-08 11:25:08,0,11/8/2017 11:25:08,2017-11-08,11,Wed
107115,2,1,9,477,2017-11-09 15:40:19,0,11/9/2017 15:40:19,2017-11-09,15,Thu
107768,9,1,19,215,2017-11-08 5:24:52,0,11/8/2017 5:24:52,2017-11-08,5,Wed
76187,12,1,10,178,2017-11-07 13:09:52,0,11/7/2017 13:09:52,2017-11-07,13,Tue
64172,3,1,17,489,2017-11-09 0:26:06,0,11/9/2017 0:26:06,2017-11-09,0,Thu
116472,2,1,43,364,2017-11-09 14:03:07,0,11/9/2017 14:03:07,2017-11-09,14,Thu
169973,8,1,13,145,2017-11-07 10:15:53,0,11/7/2017 10:15:53,2017-11-07,10,Tue
79187,3,1,19,205,2017-11-08 7:13:00,0,11/8/2017 7:13:00,2017-11-08,7,Wed
73278,15,1,19,245,2017-11-08 1:45:45,0,11/8/2017 1:45:45,2017-11-08,1,Wed
158203,2,1,16,469,2017-11-06 22:49:38,0,11/6/2017 22:49:38,2017-11-06,22,Mon
245382,12,1,13,497,2017-11-08 2:57:03,0,11/8/2017 2:57:03,2017-11-08,2,Wed
185906,9,1,13,134,2017-11-08 0:15:42,0,11/8/2017 0:15:42,2017-11-08,0,Wed
25607,3,1,6,280,2017-11-07 1:14:28,0,11/7/2017 1:14:28,2017-11-07,1,Tue
82866,6,1,19,459,2017-11-08 12:05:42,0,11/8/2017 12:05:42,2017-11-08,12,Wed
68271,15,1,18,245,2017-11-07 6:42:29,0,11/7/2017 6:42:29,2017-11-07,6,Tue
201182,20,2,32,259,2017-11-08 16:10:29,0,11/8/2017 16:10:29,2017-11-08,16,Wed
102225,9,1,13,134,2017-11-07 0:08:01,0,11/7/2017 0:08:01,2017-11-07,0,Tue
11911,12,1,13,328,2017-11-07 5:26:48,0,11/7/2017 5:26:48,2017-11-07,5,Tue
67606,3,1,4,280,2017-11-09 0:53:31,0,11/9/2017 0:53:31,2017-11-09,0,Thu
100393,2,1,13,205,2017-11-06 23:43:37,0,11/6/2017 23:43:37,2017-11-06,23,Mon
1528,2,1,13,469,2017-11-09 13:40:09,0,11/9/2017 13:40:09,2017-11-09,13,Thu
69605,3,1,6,280,2017-11-07 3:14:04,0,11/7/2017 3:14:04,2017-11-07,3,Tue
10328,12,1,6,105,2017-11-07 21:08:31,0,11/7/2017 21:08:31,2017-11-07,21,Tue
259617,15,1,18,245,2017-11-08 14:29:09,0,11/8/2017 14:29:09,2017-11-08,14,Wed
47231,18,1,13,134,2017-11-09 7:37:11,0,11/9/2017 7:37:11,2017-11-09,7,Thu
4903,9,1,6,466,2017-11-07 7:36:55,0,11/7/2017 7:36:55,2017-11-07,7,Tue
269756,15,1,19,480,2017-11-08 5:45:19,0,11/8/2017 5:45:19,2017-11-08,5,Wed
84725,12,1,32,265,2017-11-09 8:59:27,0,11/9/2017 8:59:27,2017-11-09,8,Thu
79909,12,1,47,328,2017-11-08 10:46:36,0,11/8/2017 10:46:36,2017-11-08,10,Wed
184205,12,1,19,178,2017-11-07 11:48:09,0,11/7/2017 11:48:09,2017-11-07,11,Tue
103715,9,1,10,489,2017-11-08 11:19:20,0,11/8/2017 11:19:20,2017-11-08,11,Wed
31009,17,1,14,280,2017-11-08 2:15:14,0,11/8/2017 2:15:14,2017-11-08,2,Wed
361877,2,1,19,469,2017-11-08 16:37:11,0,11/8/2017 16:37:11,2017-11-08,16,Wed
70522,9,2,36,232,2017-11-09 9:00:45,0,11/9/2017 9:00:45,2017-11-09,9,Thu
92852,1,1,14,134,2017-11-07 13:34:58,0,11/7/2017 13:34:58,2017-11-07,13,Tue
202064,18,1,19,121,2017-11-07 17:23:50,0,11/7/2017 17:23:50,2017-11-07,17,Tue
88127,2,2,13,364,2017-11-07 13:43:18,0,11/7/2017 13:43:18,2017-11-07,13,Tue
209663,12,2,19,245,2017-11-08 9:50:27,0,11/8/2017 9:50:27,2017-11-08,9,Wed
20327,3,1,13,19,2017-11-08 10:05:57,0,11/8/2017 10:05:57,2017-11-08,10,Wed
31231,3,2,13,115,2017-11-08 8:44:25,0,11/8/2017 8:44:25,2017-11-08,8,Wed
72986,14,1,19,463,2017-11-07 2:35:38,0,11/7/2017 2:35:38,2017-11-07,2,Tue
55397,24,1,22,105,2017-11-07 5:15:04,0,11/7/2017 5:15:04,2017-11-07,5,Tue
3641,9,1,19,258,2017-11-07 15:29:13,0,11/7/2017 15:29:13,2017-11-07,15,Tue
58077,3,1,19,280,2017-11-07 2:10:51,0,11/7/2017 2:10:51,2017-11-07,2,Tue
119369,2,1,35,219,2017-11-08 8:03:08,0,11/8/2017 8:03:08,2017-11-08,8,Wed
95006,12,1,6,265,2017-11-07 12:15:47,0,11/7/2017 12:15:47,2017-11-07,12,Tue
64393,17,1,19,134,2017-11-09 10:46:20,0,11/9/2017 10:46:20,2017-11-09,10,Thu
51945,15,1,19,245,2017-11-07 0:36:33,0,11/7/2017 0:36:33,2017-11-07,0,Tue
108490,24,1,19,105,2017-11-08 21:14:52,0,11/8/2017 21:14:52,2017-11-08,21,Wed
53454,12,1,19,178,2017-11-07 15:01:46,0,11/7/2017 15:01:46,2017-11-07,15,Tue
31784,72,1,19,101,2017-11-07 11:11:16,0,11/7/2017 11:11:16,2017-11-07,11,Tue
105603,2,1,18,205,2017-11-09 11:17:47,0,11/9/2017 11:17:47,2017-11-09,11,Thu
83388,12,1,10,178,2017-11-09 6:55:16,0,11/9/2017 6:55:16,2017-11-09,6,Thu
167607,12,1,16,265,2017-11-06 16:25:11,0,11/6/2017 16:25:11,2017-11-06,16,Mon
75595,3,1,10,489,2017-11-09 12:47:57,0,11/9/2017 12:47:57,2017-11-09,12,Thu
72387,12,1,22,178,2017-11-06 22:33:18,0,11/6/2017 22:33:18,2017-11-06,22,Mon
5348,3,1,19,452,2017-11-08 20:52:42,0,11/8/2017 20:52:42,2017-11-08,20,Wed
28476,27,1,14,153,2017-11-09 3:31:59,0,11/9/2017 3:31:59,2017-11-09,3,Thu
95473,18,1,20,107,2017-11-09 10:23:24,0,11/9/2017 10:23:24,2017-11-09,10,Thu
39248,9,1,1,134,2017-11-09 14:31:37,0,11/9/2017 14:31:37,2017-11-09,14,Thu
95006,21,1,3,232,2017-11-09 1:18:57,0,11/9/2017 1:18:57,2017-11-09,1,Thu
95766,15,1,34,245,2017-11-07 6:44:20,0,11/7/2017 6:44:20,2017-11-07,6,Tue
67040,29,1,17,347,2017-11-09 8:19:46,0,11/9/2017 8:19:46,2017-11-09,8,Thu
97773,9,1,17,232,2017-11-09 6:18:53,0,11/9/2017 6:18:53,2017-11-09,6,Thu
26241,2,1,12,219,2017-11-09 14:19:54,0,11/9/2017 14:19:54,2017-11-09,14,Thu
82100,3,1,32,280,2017-11-08 9:14:40,0,11/8/2017 9:14:40,2017-11-08,9,Wed
56233,12,1,17,205,2017-11-08 7:32:30,0,11/8/2017 7:32:30,2017-11-08,7,Wed
216309,2,1,19,237,2017-11-08 7:52:21,0,11/8/2017 7:52:21,2017-11-08,7,Wed
138714,1,1,1,452,2017-11-07 5:05:39,0,11/7/2017 5:05:39,2017-11-07,5,Tue
77400,18,1,13,121,2017-11-08 10:58:25,0,11/8/2017 10:58:25,2017-11-08,10,Wed
114728,3,1,19,489,2017-11-08 8:59:02,0,11/8/2017 8:59:02,2017-11-08,8,Wed
114276,12,1,3,328,2017-11-07 5:45:32,0,11/7/2017 5:45:32,2017-11-07,5,Tue
62315,12,1,13,212,2017-11-07 4:50:45,0,11/7/2017 4:50:45,2017-11-07,4,Tue
44410,3,1,27,489,2017-11-08 2:14:16,0,11/8/2017 2:14:16,2017-11-08,2,Wed
109703,23,1,15,153,2017-11-08 22:30:52,0,11/8/2017 22:30:52,2017-11-08,22,Wed
91006,15,1,25,245,2017-11-07 18:30:03,0,11/7/2017 18:30:03,2017-11-07,18,Tue
140525,2,1,27,237,2017-11-07 1:32:32,0,11/7/2017 1:32:32,2017-11-07,1,Tue
31387,3,1,8,280,2017-11-09 2:56:41,0,11/9/2017 2:56:41,2017-11-09,2,Thu
75520,8,2,53,259,2017-11-08 15:06:05,0,11/8/2017 15:06:05,2017-11-08,15,Wed
166884,14,1,10,439,2017-11-07 11:37:29,0,11/7/2017 11:37:29,2017-11-07,11,Tue
101395,3,1,19,280,2017-11-09 1:13:05,0,11/9/2017 1:13:05,2017-11-09,1,Thu
70621,3,1,13,130,2017-11-08 3:19:21,0,11/8/2017 3:19:21,2017-11-08,3,Wed
42784,3,1,13,115,2017-11-07 23:09:07,0,11/7/2017 23:09:07,2017-11-07,23,Tue
3363,2,1,41,122,2017-11-09 9:28:39,0,11/9/2017 9:28:39,2017-11-09,9,Thu
145896,9,1,17,445,2017-11-07 13:46:54,0,11/7/2017 13:46:54,2017-11-07,13,Tue
149030,20,1,9,259,2017-11-09 6:05:35,0,11/9/2017 6:05:35,2017-11-09,6,Thu
2850,12,1,31,259,2017-11-08 2:22:05,0,11/8/2017 2:22:05,2017-11-08,2,Wed
42159,3,1,20,115,2017-11-08 23:14:10,0,11/8/2017 23:14:10,2017-11-08,23,Wed
9057,12,1,19,140,2017-11-09 2:22:06,0,11/9/2017 2:22:06,2017-11-09,2,Thu
17077,45,1,16,411,2017-11-07 1:01:12,0,11/7/2017 1:01:12,2017-11-07,1,Tue
17149,17,2,9,280,2017-11-08 13:35:07,0,11/8/2017 13:35:07,2017-11-08,13,Wed
30203,12,1,22,328,2017-11-06 23:25:16,0,11/6/2017 23:25:16,2017-11-06,23,Mon
18695,13,1,14,400,2017-11-08 3:42:28,0,11/8/2017 3:42:28,2017-11-08,3,Wed
50251,9,1,19,445,2017-11-07 12:05:29,0,11/7/2017 12:05:29,2017-11-07,12,Tue
153926,1,1,47,153,2017-11-08 4:12:09,0,11/8/2017 4:12:09,2017-11-08,4,Wed
201483,3,1,13,280,2017-11-07 2:31:25,0,11/7/2017 2:31:25,2017-11-07,2,Tue
28722,2,1,8,236,2017-11-08 4:20:12,0,11/8/2017 4:20:12,2017-11-08,4,Wed
33443,18,1,47,121,2017-11-08 8:33:26,0,11/8/2017 8:33:26,2017-11-08,8,Wed
116226,18,1,19,439,2017-11-09 7:47:46,0,11/9/2017 7:47:46,2017-11-09,7,Thu
44527,2,1,9,477,2017-11-07 16:08:16,0,11/7/2017 16:08:16,2017-11-07,16,Tue
256336,3,1,13,280,2017-11-08 15:20:51,0,11/8/2017 15:20:51,2017-11-08,15,Wed
6662,9,1,19,134,2017-11-07 0:29:21,0,11/7/2017 0:29:21,2017-11-07,0,Tue
95527,9,1,20,442,2017-11-09 1:00:18,0,11/9/2017 1:00:18,2017-11-09,1,Thu
24932,1,1,13,13,2017-11-08 2:45:46,0,11/8/2017 2:45:46,2017-11-08,2,Wed
80935,3,1,3,480,2017-11-08 10:49:22,0,11/8/2017 10:49:22,2017-11-08,10,Wed
113602,26,1,3,121,2017-11-09 12:09:56,0,11/9/2017 12:09:56,2017-11-09,12,Thu
23203,15,1,25,412,2017-11-09 2:53:33,0,11/9/2017 2:53:33,2017-11-09,2,Thu
104437,9,1,19,215,2017-11-09 14:52:38,0,11/9/2017 14:52:38,2017-11-09,14,Thu
3133,3,1,37,489,2017-11-07 7:03:15,0,11/7/2017 7:03:15,2017-11-07,7,Tue
278482,13,1,8,477,2017-11-08 9:35:38,0,11/8/2017 9:35:38,2017-11-08,9,Wed
125608,9,1,8,215,2017-11-07 2:34:10,0,11/7/2017 2:34:10,2017-11-07,2,Tue
41993,9,1,13,127,2017-11-09 13:20:25,0,11/9/2017 13:20:25,2017-11-09,13,Thu
171690,7,1,49,101,2017-11-09 15:27:39,0,11/9/2017 15:27:39,2017-11-09,15,Thu
108816,9,1,13,134,2017-11-07 19:05:34,0,11/7/2017 19:05:34,2017-11-07,19,Tue
102264,21,1,19,232,2017-11-08 11:26:23,0,11/8/2017 11:26:23,2017-11-08,11,Wed
44498,9,1,17,334,2017-11-07 6:56:44,0,11/7/2017 6:56:44,2017-11-07,6,Tue
112911,3,1,19,424,2017-11-09 11:16:46,0,11/9/2017 11:16:46,2017-11-09,11,Thu
62083,15,1,13,245,2017-11-07 18:10:06,0,11/7/2017 18:10:06,2017-11-07,18,Tue
119289,18,1,18,107,2017-11-09 9:59:20,0,11/9/2017 9:59:20,2017-11-09,9,Thu
43550,3,1,3,452,2017-11-08 8:32:30,0,11/8/2017 8:32:30,2017-11-08,8,Wed
64054,15,1,13,265,2017-11-07 22:56:04,0,11/7/2017 22:56:04,2017-11-07,22,Tue
105148,12,1,14,19,2017-11-09 12:38:10,0,11/9/2017 12:38:10,2017-11-09,12,Thu
87764,2,1,19,477,2017-11-09 8:09:32,0,11/9/2017 8:09:32,2017-11-09,8,Thu
2770,3,1,13,137,2017-11-08 19:17:29,0,11/8/2017 19:17:29,2017-11-08,19,Wed
14044,15,1,6,265,2017-11-08 13:41:08,0,11/8/2017 13:41:08,2017-11-08,13,Wed
25705,18,1,10,107,2017-11-08 0:33:13,0,11/8/2017 0:33:13,2017-11-08,0,Wed
125915,3,1,13,280,2017-11-08 0:22:41,0,11/8/2017 0:22:41,2017-11-08,0,Wed
107643,3,1,15,409,2017-11-08 11:10:59,0,11/8/2017 11:10:59,2017-11-08,11,Wed
50512,12,1,17,145,2017-11-07 3:11:56,0,11/7/2017 3:11:56,2017-11-07,3,Tue
162963,1,1,37,377,2017-11-06 23:31:56,0,11/6/2017 23:31:56,2017-11-06,23,Mon
99600,3,1,19,489,2017-11-09 2:07:08,0,11/9/2017 2:07:08,2017-11-09,2,Thu
12087,21,1,17,128,2017-11-07 2:08:23,0,11/7/2017 2:08:23,2017-11-07,2,Tue
52564,3,1,13,137,2017-11-06 23:24:29,0,11/6/2017 23:24:29,2017-11-06,23,Mon
199611,12,1,17,178,2017-11-08 9:47:20,0,11/8/2017 9:47:20,2017-11-08,9,Wed
17917,14,1,17,401,2017-11-07 1:01:15,0,11/7/2017 1:01:15,2017-11-07,1,Tue
64049,3,1,13,173,2017-11-07 2:46:17,0,11/7/2017 2:46:17,2017-11-07,2,Tue
67008,12,1,23,178,2017-11-07 4:23:10,0,11/7/2017 4:23:10,2017-11-07,4,Tue
157612,1,1,3,134,2017-11-07 14:37:55,0,11/7/2017 14:37:55,2017-11-07,14,Tue
138557,14,1,16,463,2017-11-09 0:07:44,0,11/9/2017 0:07:44,2017-11-09,0,Thu
58529,25,1,32,259,2017-11-08 2:13:07,0,11/8/2017 2:13:07,2017-11-08,2,Wed
57828,8,1,13,145,2017-11-09 8:00:57,0,11/9/2017 8:00:57,2017-11-09,8,Thu
106332,64,1,19,459,2017-11-09 1:43:34,0,11/9/2017 1:43:34,2017-11-09,1,Thu
159355,3,1,13,280,2017-11-07 23:57:32,0,11/7/2017 23:57:32,2017-11-07,23,Tue
45386,2,1,13,205,2017-11-08 21:23:15,0,11/8/2017 21:23:15,2017-11-08,21,Wed
38998,14,1,19,123,2017-11-07 15:01:21,0,11/7/2017 15:01:21,2017-11-07,15,Tue
87879,15,1,25,111,2017-11-06 16:35:12,0,11/6/2017 16:35:12,2017-11-06,16,Mon
90586,3,1,19,137,2017-11-09 7:46:42,0,11/9/2017 7:46:42,2017-11-09,7,Thu
116499,23,1,19,153,2017-11-07 4:19:46,0,11/7/2017 4:19:46,2017-11-07,4,Tue
77107,14,1,42,401,2017-11-06 20:07:37,0,11/6/2017 20:07:37,2017-11-06,20,Mon
5912,9,1,18,134,2017-11-07 0:12:50,0,11/7/2017 0:12:50,2017-11-07,0,Tue
220958,15,1,13,386,2017-11-07 23:37:56,0,11/7/2017 23:37:56,2017-11-07,23,Tue
84808,3,1,4,280,2017-11-08 18:13:54,0,11/8/2017 18:13:54,2017-11-08,18,Wed
5178,2,1,19,219,2017-11-08 13:24:45,0,11/8/2017 13:24:45,2017-11-08,13,Wed
40022,3,1,42,130,2017-11-08 14:37:57,0,11/8/2017 14:37:57,2017-11-08,14,Wed
91821,3,1,6,280,2017-11-07 3:13:49,0,11/7/2017 3:13:49,2017-11-07,3,Tue
62906,18,1,27,107,2017-11-07 14:43:33,0,11/7/2017 14:43:33,2017-11-07,14,Tue
89447,12,1,19,245,2017-11-08 14:57:27,0,11/8/2017 14:57:27,2017-11-08,14,Wed
44494,3,1,1,153,2017-11-07 17:04:58,0,11/7/2017 17:04:58,2017-11-07,17,Tue
152743,12,1,13,178,2017-11-07 3:05:17,0,11/7/2017 3:05:17,2017-11-07,3,Tue
1661,15,1,19,265,2017-11-09 6:32:26,0,11/9/2017 6:32:26,2017-11-09,6,Thu
88881,2,1,19,237,2017-11-07 4:39:35,0,11/7/2017 4:39:35,2017-11-07,4,Tue
24943,23,1,13,153,2017-11-07 5:42:00,0,11/7/2017 5:42:00,2017-11-07,5,Tue
51784,3,1,15,452,2017-11-09 6:25:50,0,11/9/2017 6:25:50,2017-11-09,6,Thu
115938,14,1,18,134,2017-11-09 10:05:24,0,11/9/2017 10:05:24,2017-11-09,10,Thu
148224,18,1,8,134,2017-11-07 12:31:21,0,11/7/2017 12:31:21,2017-11-07,12,Tue
36150,2,1,8,205,2017-11-08 3:48:00,0,11/8/2017 3:48:00,2017-11-08,3,Wed
8179,15,1,10,274,2017-11-07 17:00:45,0,11/7/2017 17:00:45,2017-11-07,17,Tue
75895,9,1,13,232,2017-11-07 14:22:57,0,11/7/2017 14:22:57,2017-11-07,14,Tue
141511,2,1,17,243,2017-11-07 11:55:05,0,11/7/2017 11:55:05,2017-11-07,11,Tue
100401,3,1,17,211,2017-11-09 15:17:18,0,11/9/2017 15:17:18,2017-11-09,15,Thu
7064,3,2,40,137,2017-11-09 9:32:47,0,11/9/2017 9:32:47,2017-11-09,9,Thu
16464,15,1,13,245,2017-11-07 10:15:00,0,11/7/2017 10:15:00,2017-11-07,10,Tue
12491,12,1,13,140,2017-11-09 13:20:55,0,11/9/2017 13:20:55,2017-11-09,13,Thu
150129,12,1,13,245,2017-11-07 9:27:03,0,11/7/2017 9:27:03,2017-11-07,9,Tue
41753,12,1,26,265,2017-11-08 9:29:10,0,11/8/2017 9:29:10,2017-11-08,9,Wed
32432,18,1,13,121,2017-11-09 7:02:18,0,11/9/2017 7:02:18,2017-11-09,7,Thu
69173,12,1,4,105,2017-11-08 2:23:20,0,11/8/2017 2:23:20,2017-11-08,2,Wed
91040,1,1,19,134,2017-11-07 23:26:23,0,11/7/2017 23:26:23,2017-11-07,23,Tue
151097,11,1,27,319,2017-11-08 12:07:57,0,11/8/2017 12:07:57,2017-11-08,12,Wed
197009,12,1,10,328,2017-11-08 20:25:29,0,11/8/2017 20:25:29,2017-11-08,20,Wed
139235,9,1,20,334,2017-11-07 5:03:05,0,11/7/2017 5:03:05,2017-11-07,5,Tue
2965,3,1,16,280,2017-11-09 5:52:43,0,11/9/2017 5:52:43,2017-11-09,5,Thu
1923,36,1,8,373,2017-11-07 23:28:59,0,11/7/2017 23:28:59,2017-11-07,23,Tue
30903,3,1,19,280,2017-11-09 0:24:16,0,11/9/2017 0:24:16,2017-11-09,0,Thu
150112,3,1,13,280,2017-11-09 1:06:25,0,11/9/2017 1:06:25,2017-11-09,1,Thu
197271,12,2,22,140,2017-11-08 7:19:20,0,11/8/2017 7:19:20,2017-11-08,7,Wed
13831,15,1,18,153,2017-11-07 13:50:23,0,11/7/2017 13:50:23,2017-11-07,13,Tue
60556,18,1,41,107,2017-11-09 14:41:02,0,11/9/2017 14:41:02,2017-11-09,14,Thu
43222,3,1,17,424,2017-11-09 9:48:21,0,11/9/2017 9:48:21,2017-11-09,9,Thu
248138,15,1,19,130,2017-11-08 8:32:10,0,11/8/2017 8:32:10,2017-11-08,8,Wed
101074,2,1,19,205,2017-11-09 14:12:33,0,11/9/2017 14:12:33,2017-11-09,14,Thu
72538,15,1,13,245,2017-11-08 1:30:09,0,11/8/2017 1:30:09,2017-11-08,1,Wed
106770,3,1,8,280,2017-11-09 5:36:44,0,11/9/2017 5:36:44,2017-11-09,5,Thu
145963,3,1,22,442,2017-11-08 5:38:07,0,11/8/2017 5:38:07,2017-11-08,5,Wed
8482,14,1,25,467,2017-11-08 14:29:54,0,11/8/2017 14:29:54,2017-11-08,14,Wed
35757,15,1,13,245,2017-11-08 4:04:50,0,11/8/2017 4:04:50,2017-11-08,4,Wed
95692,6,1,1,459,2017-11-09 8:45:41,0,11/9/2017 8:45:41,2017-11-09,8,Thu
117722,12,1,19,259,2017-11-08 22:10:47,0,11/8/2017 22:10:47,2017-11-08,22,Wed
32434,14,1,13,208,2017-11-07 1:46:45,0,11/7/2017 1:46:45,2017-11-07,1,Tue
105140,15,1,18,245,2017-11-07 14:06:37,0,11/7/2017 14:06:37,2017-11-07,14,Tue
